,initialActive,attractiveness,polarity,political_inclination,roundsCounter,activeCongruentInitial,activeNonCongruentInitial,activeCongruentFinal,activeNonCongruentFinal,activeCounter,activationsPerRound
0,10,0.4156489313086327,0.5429828061265578,-1,4,10,0,15,12,27,6.75
1,10,0.3274350847360372,0.7405714878492049,1,7,10,0,40,4,44,6.285714285714286
2,10,0.5373032596887655,0.9055247445273279,-1,8,10,0,95,7,102,12.75
3,10,0.5204217121033895,0.9447574887810235,-1,8,10,0,95,3,98,12.25
4,10,0.5710960499727262,0.6009814694516944,1,9,10,0,82,42,124,13.777777777777779
5,10,0.5757563955987904,0.9176384159677495,1,7,10,0,107,8,115,16.428571428571427
6,10,0.49147902795387033,0.8606179297703991,1,7,10,0,89,8,97,13.857142857142858
7,10,0.6706928457421697,0.5052845928395746,-1,9,10,0,102,101,203,22.555555555555557
8,10,0.48333248442276855,0.8593760288705805,1,7,10,0,89,8,97,13.857142857142858
9,10,0.5312821690614629,0.6792456900268211,1,8,10,0,82,19,101,12.625
10,10,0.6352524106266295,0.9708068785749748,-1,6,10,0,109,3,112,18.666666666666668
11,10,0.5075939605934997,0.8466038001302181,1,6,10,0,86,9,95,15.833333333333334
12,10,0.44786661183396825,0.9632835075311803,1,6,10,0,86,0,86,14.333333333333334
13,10,0.4623286223335257,0.9827534177945934,1,6,10,0,83,0,83,13.833333333333334
14,10,0.3123589228592423,0.7560086255562946,1,6,10,0,29,3,32,5.333333333333333
15,10,0.40369156713575244,0.5590808436826271,1,4,10,0,28,6,34,8.5
16,10,0.4283797296179459,0.8973838500553022,-1,3,10,0,17,1,18,6.0
17,10,0.5097487380806018,0.9464509377775858,1,7,10,0,93,4,97,13.857142857142858
18,10,0.41437021083321735,0.8340353982682552,-1,4,10,0,16,2,18,4.5
19,10,0.5037761309845369,0.6068542131585817,-1,5,10,0,28,14,42,8.4
20,10,0.4115368216671036,0.8062949327546869,1,8,10,0,63,7,70,8.75
21,10,0.48857954550744587,0.9447257171620611,1,7,10,0,86,4,90,12.857142857142858
22,10,0.44308610311998725,0.6150824587013695,-1,5,10,0,16,8,24,4.8
23,10,0.41235735760370107,0.6224918764258294,1,5,10,0,26,3,29,5.8
24,10,0.580335380659828,0.7833244362509533,1,8,10,0,101,19,120,15.0
25,10,0.47705889960529735,0.7104991832535205,-1,5,10,0,23,6,29,5.8
26,10,0.4304604880520276,0.817606596421191,1,6,10,0,67,7,74,12.333333333333334
27,10,0.5234112459036293,0.6533686012553066,-1,10,10,0,43,29,72,7.2
28,10,0.44481102996266336,0.6365276651122352,1,4,10,0,16,4,20,5.0
29,10,0.4516326085355127,0.9676823847915444,1,5,10,0,79,0,79,15.8
30,10,0.42797208352638005,0.9546880480183384,-1,5,10,0,29,0,29,5.8
31,10,0.5742535751326115,0.55282346962037,-1,9,10,0,79,68,147,16.333333333333332
32,10,0.5256485252770261,0.8450021373672878,-1,2,10,0,16,1,17,8.5
33,10,0.5058691701450181,0.5228690412612358,1,12,10,0,59,30,89,7.416666666666667
34,10,0.49156349415722667,0.6942634567067851,-1,4,10,0,25,8,33,8.25
35,10,0.5588407578046534,0.9210934253860419,-1,9,10,0,91,5,96,10.666666666666666
36,10,0.5575014597563606,0.6762774470811992,-1,7,10,0,37,20,57,8.142857142857142
37,10,0.43453313649758074,0.726182341424234,1,7,10,0,68,12,80,11.428571428571429
38,10,0.49076236652966837,0.6406954309725468,-1,8,10,0,26,13,39,4.875
39,10,0.4981633297767626,0.9195834645061194,-1,8,10,0,59,3,62,7.75
40,10,0.4401659337688019,0.7966042851866619,-1,5,10,0,32,6,38,7.6
41,10,0.4750991534049901,0.7269404718422188,1,7,10,0,65,13,78,11.142857142857142
42,10,0.47107733763948767,0.9700076871777492,-1,7,10,0,57,3,60,8.571428571428571
43,10,0.512786428042749,0.6864386947222192,-1,6,10,0,33,11,44,7.333333333333333
44,10,0.5973637834378772,0.95534343765165,-1,6,10,0,109,4,113,18.833333333333332
45,10,0.41274806793542196,0.7511004184212143,-1,4,10,0,20,5,25,6.25
46,10,0.47820873207529524,0.5037518281683477,-1,8,10,0,27,35,62,7.75
47,10,0.5240626127343363,0.583532205969657,-1,8,10,0,35,27,62,7.75
48,10,0.5818450250381776,0.7346066300216512,-1,5,10,0,38,14,52,10.4
49,10,0.5157673808122801,0.8579588311334972,-1,7,10,0,44,5,49,7.0
50,10,0.5482294705615935,0.6528048531817732,-1,13,10,0,94,59,153,11.76923076923077
51,10,0.5503672835904879,0.6170735975090902,-1,9,10,0,42,28,70,7.777777777777778
52,10,0.740659107351871,0.8278540027094703,1,5,10,0,115,20,135,27.0
53,10,0.5516562493591852,0.9199092212512135,1,7,10,0,99,7,106,15.142857142857142
54,10,0.40977285917967377,0.9691211472534835,1,8,10,0,73,0,73,9.125
55,10,0.5644263647661917,0.6091520655011464,-1,13,10,0,89,64,153,11.76923076923077
56,10,0.41523198378559756,0.921428333246411,-1,2,10,0,14,1,15,7.5
57,10,0.5027066712855229,0.9769253652578891,-1,5,10,0,31,0,31,6.2
58,10,0.5815472728209324,0.6083333379447717,1,13,10,0,92,45,137,10.538461538461538
59,10,0.44831394880185876,0.5673081752426257,-1,3,10,0,21,9,30,10.0
60,10,0.5649414307270032,0.8326881805764661,-1,11,10,0,95,18,113,10.272727272727273
61,10,0.49513483229624655,0.5075373953347527,-1,8,10,0,32,36,68,8.5
62,10,0.4798294439748352,0.9029921964065651,-1,7,10,0,58,3,61,8.714285714285714
63,10,0.6222184457915898,0.9354884727446511,1,6,10,0,112,6,118,19.666666666666668
64,10,0.4416555722619327,0.6221001766293037,1,8,10,0,44,11,55,6.875
65,10,0.531727101297883,0.7901938211960995,1,7,10,0,89,14,103,14.714285714285714
66,10,0.5109154480256677,0.7582629586487508,1,6,10,0,82,13,95,15.833333333333334
67,10,0.4776927468549226,0.7036983876013878,1,8,10,0,70,14,84,10.5
68,10,0.569835785114864,0.9477539019444094,-1,8,10,0,102,5,107,13.375
69,10,0.43075138683942893,0.5509006106372805,-1,4,10,0,20,12,32,8.0
70,10,0.4596726975143173,0.7393316507433155,-1,6,10,0,29,5,34,5.666666666666667
71,10,0.59738636981785,0.6660950868369132,-1,12,10,0,98,63,161,13.416666666666666
72,10,0.4778077150281256,0.815721232409307,1,7,10,0,79,9,88,12.571428571428571
73,10,0.5388170779725562,0.7133371102430865,1,6,10,0,85,17,102,17.0
74,10,0.4950162482775087,0.6460633619187142,-1,6,10,0,32,16,48,8.0
75,10,0.6324651110622262,0.787973804577959,1,6,10,0,101,20,121,20.166666666666668
76,10,0.478582123813863,0.7169075280663544,-1,3,10,0,25,3,28,9.333333333333334
77,10,0.4881558046656027,0.7354307847034547,-1,5,10,0,30,8,38,7.6
78,10,0.5059195761537129,0.6211319802001252,-1,4,10,0,28,14,42,10.5
79,10,0.5412762151172719,0.9116791614691031,1,6,10,0,93,5,98,16.333333333333332
80,10,0.42172209070766953,0.7912387864459967,1,8,10,0,68,8,76,9.5
81,10,0.38004429246106397,0.72234454408307,1,4,10,0,23,2,25,6.25
82,10,0.49669580340960967,0.989214916847097,-1,9,10,0,94,1,95,10.555555555555555
83,10,0.715965759962222,0.8520644044644692,1,5,10,0,109,12,121,24.2
84,10,0.5031148742987352,0.6246111722206102,1,7,10,0,69,22,91,13.0
85,10,0.45625356127758776,0.9272841749635927,-1,5,10,0,32,2,34,6.8
86,10,0.5701176805823098,0.5125858668514307,-1,9,10,0,59,63,122,13.555555555555555
87,10,0.4411906604443669,0.7843625319708869,1,5,10,0,69,8,77,15.4
88,10,0.45044760321041644,0.6938807319504002,1,3,10,0,18,1,19,6.333333333333333
89,10,0.5488486449171297,0.506214254058089,1,9,10,0,64,42,106,11.777777777777779
90,10,0.5912690048240253,0.7475000279807906,-1,9,10,0,103,46,149,16.555555555555557
91,10,0.5067004049514,0.588176089095077,1,7,10,0,66,26,92,13.142857142857142
92,10,0.32201556632618594,0.7005505678763222,1,3,10,0,18,3,21,7.0
93,10,0.4615290081008784,0.995327355556636,1,5,10,0,76,0,76,15.2
94,10,0.6298880626527363,0.527675383518065,1,8,10,0,102,86,188,23.5
95,10,0.43824903775106755,0.5503440724260258,1,6,10,0,47,13,60,10.0
96,10,0.47591329360066925,0.9745835289206013,-1,7,10,0,42,1,43,6.142857142857143
97,10,0.44109989624707424,0.7173984329659556,1,3,10,0,17,2,19,6.333333333333333
98,10,0.49361138301147706,0.8656643374848423,1,6,10,0,81,7,88,14.666666666666666
99,10,0.5171035414488476,0.7351791012967539,-1,6,10,0,38,8,46,7.666666666666667
