,initialActive,attractiveness,polarity,political_inclination,roundsCounter,activeCongruentInitial,activeNonCongruentInitial,activeCongruentFinal,activeNonCongruentFinal,activeCounter,activationsPerRound
0,10,0.5299414417525383,0.5693822807464015,-1,7,10,0,33,22,55,7.857142857142857
1,10,0.5157503555355112,0.578818114716133,-1,11,10,0,44,31,75,6.818181818181818
2,10,0.5122826653152014,0.6891293621669654,1,7,10,0,71,22,93,13.285714285714286
3,10,0.4521401121957862,0.810415248620417,1,5,10,0,34,7,41,8.2
4,10,0.5855539604962149,0.9035187625523369,1,8,10,0,111,14,125,15.625
5,10,0.41245395928795037,0.6034515880534359,1,6,10,0,34,14,48,8.0
6,10,0.4737744221453788,0.9637499085856468,1,10,10,0,100,6,106,10.6
7,10,0.46389166076632654,0.99582742503884,1,8,10,0,85,1,86,10.75
8,10,0.4306191760960167,0.8146797166830573,-1,4,10,0,31,3,34,8.5
9,10,0.3767648822970687,0.9144362024759491,-1,3,10,0,24,1,25,8.333333333333334
10,10,0.5076395806833379,0.8649194084836784,-1,4,10,0,26,2,28,7.0
11,10,0.5593258134485466,0.5145093829369353,1,14,10,0,68,50,118,8.428571428571429
12,10,0.576954422950543,0.8303525151577631,-1,10,10,0,103,24,127,12.7
13,10,0.38795406999612503,0.94578138108145,1,5,10,0,46,3,49,9.8
14,10,0.4235448406699236,0.7166334287629641,1,7,10,0,45,17,62,8.857142857142858
15,10,0.5918615157041892,0.9450471287045734,1,6,10,0,113,7,120,20.0
16,10,0.5712840653002232,0.645917505564316,1,9,10,0,82,26,108,12.0
17,10,0.5702672413817097,0.8855266623826455,1,8,10,0,111,13,124,15.5
18,10,0.6132838032073237,0.6988344675445987,-1,10,10,0,115,51,166,16.6
19,10,0.47607032321171755,0.9872437004001642,1,7,10,0,96,2,98,14.0
20,10,0.5371654890663553,0.6472499829241426,1,6,10,0,48,19,67,11.166666666666666
21,10,0.6168342645780845,0.8128694264982304,-1,8,10,0,112,29,141,17.625
22,10,0.4987108198173717,0.5276407941094947,1,10,10,0,52,31,83,8.3
23,10,0.3861018285862088,0.7033298854486221,1,6,10,0,40,11,51,8.5
24,10,0.5575297437120522,0.9398119664692207,1,7,10,0,106,7,113,16.142857142857142
25,10,0.45816957753628124,0.9607280039849306,-1,9,10,0,48,3,51,5.666666666666667
26,10,0.4281988528138659,0.6156545159447747,-1,4,10,0,30,18,48,12.0
27,10,0.5194659884386282,0.9009519077874454,-1,8,10,0,87,12,99,12.375
28,10,0.4954196299165455,0.6827739454898867,1,11,10,0,62,21,83,7.545454545454546
29,10,0.34485684608445816,0.6484113983804609,-1,4,10,0,22,5,27,6.75
30,10,0.5452663930049647,0.7371875258601029,1,15,10,0,95,24,119,7.933333333333334
31,10,0.5286174358380211,0.5901774617948099,1,10,10,0,65,27,92,9.2
32,10,0.5297882576021834,0.7705389564869969,1,10,10,0,83,16,99,9.9
33,10,0.4946675230019831,0.5893026216499249,-1,5,10,0,29,17,46,9.2
