,initialActive,attractiveness,polarity,political_inclination,roundsCounter,activeCongruentInitial,activeNonCongruentInitial,activeCongruentFinal,activeNonCongruentFinal,activeCounter,activationsPerRound
0,10,0.45446408005917555,0.5096967063836282,-1,3,10,0,16,10,26,8.666666666666666
1,10,0.5239369227946873,0.9828995451604415,-1,5,10,0,115,0,115,23.0
2,10,0.49415892018691504,0.6662392778318366,1,9,10,0,83,19,102,11.333333333333334
3,10,0.4695997413969549,0.7712372861832918,1,9,10,0,111,10,121,13.444444444444445
4,10,0.4482599617246006,0.5851596460574376,1,5,10,0,38,12,50,10.0
5,10,0.524277391947494,0.691468246469248,-1,8,10,0,91,34,125,15.625
6,10,0.48134536910228326,0.9477223039071768,-1,7,10,0,107,0,107,15.285714285714286
7,10,0.5610000196070809,0.8743347357102801,-1,7,10,0,115,6,121,17.285714285714285
8,10,0.6136559587216966,0.6369966222169153,-1,8,10,0,108,57,165,20.625
9,10,0.5227444926569194,0.7574515697075281,1,6,10,0,118,19,137,22.833333333333332
10,10,0.4485143893536339,0.8883660539520601,-1,7,10,0,96,4,100,14.285714285714286
11,10,0.6039120750282285,0.6397250832516682,-1,8,10,0,106,59,165,20.625
12,10,0.4438935541165225,0.7143111423205686,-1,5,10,0,33,4,37,7.4
13,10,0.47456775982660043,0.8743356665444394,1,7,10,0,120,3,123,17.571428571428573
14,10,0.590471542734684,0.9488421013172117,1,4,10,0,123,0,123,30.75
15,10,0.4860313729924228,0.6181100691789267,-1,8,10,0,49,16,65,8.125
16,10,0.5349860023584856,0.5981546350726745,-1,6,10,0,33,19,52,8.666666666666666
17,10,0.5046124672088913,0.5589382411939341,1,8,10,0,52,27,79,9.875
18,10,0.5769058415878819,0.7094950289336508,1,7,10,0,120,30,150,21.428571428571427
19,10,0.4836101960235895,0.7460193737263641,-1,11,10,0,88,13,101,9.181818181818182
20,10,0.2634570649967696,0.9421767345018871,1,4,10,0,43,0,43,10.75
21,10,0.433046327219459,0.9200134914104056,1,8,10,0,119,2,121,15.125
22,10,0.5321049144984626,0.5488798737206895,-1,7,10,0,43,35,78,11.142857142857142
23,10,0.5530024084662748,0.5147711892543112,-1,8,10,0,44,55,99,12.375
24,10,0.4462673280490451,0.8896535328390336,-1,6,10,0,101,4,105,17.5
25,10,0.524778494628176,0.5339364087893022,1,10,10,0,46,24,70,7.0
26,10,0.422888972406367,0.5967630515032105,1,7,10,0,42,15,57,8.142857142857142
27,10,0.5640226344224771,0.5685698098738674,-1,11,10,0,85,54,139,12.636363636363637
28,10,0.35623925722452127,0.7637039835802062,-1,3,10,0,20,2,22,7.333333333333333
29,10,0.4873725996195648,0.5070788238356302,-1,4,10,0,16,16,32,8.0
30,10,0.49747909015650144,0.6642888715798698,1,8,10,0,62,14,76,9.5
31,10,0.5475561222837165,0.5328787732954817,-1,7,10,0,47,45,92,13.142857142857142
32,10,0.678703671435279,0.9561498697687272,1,4,10,0,123,0,123,30.75
33,10,0.5990137367713972,0.987857020391324,1,4,10,0,121,0,121,30.25
34,10,0.6523704223834343,0.6617497619468808,1,6,10,0,121,38,159,26.5
35,10,0.39133781080586727,0.8049823924721509,-1,6,10,0,37,2,39,6.5
36,10,0.4362128985431863,0.6397371355448094,-1,5,10,0,31,9,40,8.0
37,10,0.49758480293049967,0.8689254921933636,1,7,10,0,120,3,123,17.571428571428573
38,10,0.5268153864210556,0.5144750971096956,-1,3,10,0,15,10,25,8.333333333333334
39,10,0.45608741279987236,0.7458687549849217,-1,11,10,0,82,9,91,8.272727272727273
40,10,0.4841216955729815,0.5717087716659025,-1,5,10,0,19,11,30,6.0
41,10,0.4887773999221057,0.9794106040595815,-1,5,10,0,112,0,112,22.4
42,10,0.40479176492937424,0.5676011085314566,-1,3,10,0,17,7,24,8.0
43,10,0.5611699179016576,0.5136209951833941,1,8,10,0,33,22,55,6.875
44,10,0.5211076626215607,0.6602151762210573,-1,10,10,0,92,36,128,12.8
45,10,0.6209278760119246,0.7865036605335478,1,6,10,0,121,21,142,23.666666666666668
46,10,0.5034637998793298,0.5140388567834625,-1,11,10,0,40,47,87,7.909090909090909
47,10,0.4938949150669921,0.9697179848828472,1,5,10,0,122,0,122,24.4
48,10,0.39491360840233586,0.8066360962676333,-1,5,10,0,36,2,38,7.6
49,10,0.46973196799806477,0.6855889975153323,1,7,10,0,49,10,59,8.428571428571429
50,10,0.5543431847519036,0.9605783632540983,1,4,10,0,121,0,121,30.25
51,10,0.5054286734715041,0.9771692599269736,-1,5,10,0,116,0,116,23.2
52,10,0.5203103966714748,0.7514745337747206,1,7,10,0,118,16,134,19.142857142857142
53,10,0.42878057756324917,0.8661818937102455,-1,10,10,0,91,5,96,9.6
54,10,0.5339271692167451,0.7961160969393899,-1,7,10,0,100,11,111,15.857142857142858
55,10,0.4857783574710042,0.8499558338498545,1,6,10,0,119,6,125,20.833333333333332
56,10,0.5516200758384577,0.9576108583892913,-1,6,10,0,119,0,119,19.833333333333332
57,10,0.4041720209052843,0.7333931927263604,-1,4,10,0,32,3,35,8.75
58,10,0.37836146212020483,0.9965922957676536,-1,6,10,0,93,0,93,15.5
59,10,0.5494152438074942,0.5299619972456867,1,15,10,0,88,46,134,8.933333333333334
60,10,0.6217998397442006,0.9697573324457529,-1,5,10,0,124,0,124,24.8
61,10,0.4208838709455347,0.9484463412444728,1,6,10,0,114,0,114,19.0
62,10,0.4038181955367705,0.9791804776680837,-1,7,10,0,101,0,101,14.428571428571429
