,initialActive,attractiveness,polarity,political_inclination,roundsCounter,activeCongruentInitial,activeNonCongruentInitial,activeCongruentFinal,activeNonCongruentFinal,activeCounter,activationsPerRound
0,10,0.5232639649209676,0.8811101024355722,1,6,10,0,117,7,124,20.666666666666668
1,10,0.5455354780513737,0.6365018963821816,-1,8,10,0,79,30,109,13.625
2,10,0.5413946467186328,0.8815282587862768,-1,8,10,0,118,6,124,15.5
3,10,0.465343378065567,0.7334722116760434,1,8,10,0,71,19,90,11.25
4,10,0.5505817132779667,0.7681140204554792,-1,9,10,0,110,20,130,14.444444444444445
5,10,0.6123742150718599,0.7599964654082447,1,7,10,0,113,23,136,19.428571428571427
6,10,0.4752093447060769,0.8482671835334624,1,9,10,0,109,9,118,13.11111111111111
7,10,0.4757969406593567,0.9886463231966813,1,5,10,0,115,0,115,23.0
8,10,0.4116745917056611,0.8916732306596897,1,7,10,0,69,4,73,10.428571428571429
9,10,0.4852021588342205,0.9991269439024204,-1,7,10,0,118,0,118,16.857142857142858
10,10,0.5114786926635078,0.8228896850620656,-1,9,10,0,101,10,111,12.333333333333334
11,10,0.5000251785861749,0.9236401398226406,1,6,10,0,115,4,119,19.833333333333332
12,10,0.3800989246059958,0.7463098385333766,-1,10,10,0,51,8,59,5.9
13,10,0.4858417024650757,0.5976457664154546,-1,7,10,0,50,22,72,10.285714285714286
14,10,0.45634078772228576,0.6538125282456155,1,4,10,0,25,15,40,10.0
15,10,0.47027689654960003,0.9313466431771722,1,6,10,0,113,4,117,19.5
16,10,0.5322459014403307,0.6628704251556913,-1,12,10,0,88,22,110,9.166666666666666
17,10,0.38915636281762017,0.5882409819610473,1,4,10,0,22,12,34,8.5
18,10,0.3802937603792114,0.9130606469448437,1,4,10,0,33,1,34,8.5
19,10,0.5264856531675145,0.9864549956078023,1,5,10,0,118,0,118,23.6
20,10,0.5835439701153928,0.5914284403587737,1,15,10,0,94,52,146,9.733333333333333
21,10,0.541547211563692,0.9713891803403583,1,5,10,0,120,1,121,24.2
22,10,0.3926337410877356,0.9933605529000182,-1,5,10,0,78,0,78,15.6
23,10,0.5137966252243977,0.798990429053996,1,7,10,0,111,16,127,18.142857142857142
24,10,0.5667987201605735,0.5975800552198867,1,8,10,0,74,52,126,15.75
25,10,0.46610686522521383,0.5459609244965722,-1,5,10,0,36,22,58,11.6
