bin_polarity,initialActive,attractiveness,polarity,political_inclination,roundsCounter,activeCongruentInitial,activeNonCongruentInitial,activeCongruentFinal,activeNonCongruentFinal,activeCounter,activationsPerRound
"(0.5, 0.55]",1.0,0.47383288461322753,0.5281921920640575,0.6,2.0,1.0,0.0,2.3,0.2,2.5,1.2
"(0.55, 0.6]",1.0,0.528306252474506,0.5639579604857377,0.3333333333333333,1.5,1.0,0.0,1.5833333333333333,0.25,1.8333333333333333,1.1666666666666667
"(0.6, 0.65]",1.0,0.5196021457973163,0.6227630196858642,-0.2,3.1,1.0,0.0,10.5,1.7,12.2,1.9484848484848485
"(0.65, 0.7]",1.0,0.501577406255832,0.6792487658727666,-0.25,1.75,1.0,0.0,2.0,0.25,2.25,1.1875
"(0.7, 0.75]",1.0,0.4881342981098053,0.7268264211062401,0.0,1.4166666666666667,1.0,0.0,1.5,0.16666666666666666,1.6666666666666667,1.1111111111111112
"(0.75, 0.8]",1.0,0.5755042185329505,0.7701925239428329,-0.3333333333333333,2.6666666666666665,1.0,0.0,21.166666666666668,1.8333333333333333,23.0,3.3888888888888893
"(0.8, 0.85]",1.0,0.4972398914196977,0.8237421802960929,0.4,4.1,1.0,0.0,34.2,1.9,36.1,4.425050505050505
"(0.85, 0.9]",1.0,0.4712635156247448,0.8730853877875586,0.09090909090909091,4.090909090909091,1.0,0.0,30.545454545454547,1.1818181818181819,31.727272727272727,3.649890513526877
"(0.9, 0.95]",1.0,0.5011290894699193,0.9304726522534257,-0.6363636363636364,3.6363636363636362,1.0,0.0,33.90909090909091,0.7272727272727273,34.63636363636363,4.853535353535353
"(0.95, 1.0]",1.0,0.496761152572929,0.9695566052256757,-0.2,5.6,1.0,0.0,61.4,0.0,61.4,8.07876984126984
