bin_polarity,initialActive,attractiveness,polarity,political_inclination,roundsCounter,activeCongruentInitial,activeNonCongruentInitial,activeCongruentFinal,activeNonCongruentFinal,activeCounter,activationsPerRound
"(0.5, 0.55]",10.0,0.4846206297372721,0.5187164843972685,0.09090909090909091,19.272727272727273,10.0,0.0,112.72727272727273,112.0909090909091,224.8181818181818,12.663581300920374
"(0.55, 0.6]",10.0,0.5222063443798478,0.5847802553696039,0.07692307692307693,15.0,10.0,0.0,117.07692307692308,104.92307692307692,222.0,15.677616471076224
"(0.6, 0.65]",10.0,0.4879843161923752,0.6261700899019623,0.09090909090909091,17.90909090909091,10.0,0.0,116.0,102.63636363636364,218.63636363636363,12.713790777842132
"(0.65, 0.7]",10.0,0.498008786293381,0.6678790102685116,-0.09090909090909091,17.363636363636363,10.0,0.0,118.9090909090909,98.72727272727273,217.63636363636363,13.829572001276256
"(0.7, 0.75]",10.0,0.4539484948728332,0.710177466370969,0.0,18.5,10.0,0.0,117.5,93.0,210.5,11.795454545454547
"(0.75, 0.8]",10.0,0.4900155549922997,0.7806094137719491,-0.45454545454545453,19.818181818181817,10.0,0.0,121.63636363636364,92.45454545454545,214.0909090909091,11.87742603116667
"(0.8, 0.85]",10.0,0.4992167884545507,0.8270979034492617,-0.07692307692307693,18.615384615384617,10.0,0.0,121.3076923076923,82.61538461538461,203.92307692307693,12.310323775841017
"(0.85, 0.9]",10.0,0.485429354116923,0.8738849299024324,0.0,22.375,10.0,0.0,123.0,87.625,210.625,9.726482371794871
"(0.9, 0.95]",10.0,0.4971135854887197,0.9237196802573022,0.0,23.428571428571427,10.0,0.0,123.35714285714286,90.35714285714286,213.71428571428572,9.442649133036685
"(0.95, 1.0]",10.0,0.5041107279919759,0.9765384218164929,0.3333333333333333,24.5,10.0,0.0,124.0,88.33333333333333,212.33333333333334,8.874509803921569
