bin_polarity,initialActive,attractiveness,polarity,political_inclination,roundsCounter,activeCongruentInitial,activeNonCongruentInitial,activeCongruentFinal,activeNonCongruentFinal,activeCounter,activationsPerRound
"(0.5, 0.55]",10.0,0.531804773958144,0.5320255787748612,-0.3333333333333333,2.0,10.0,0.0,125.0,124.83333333333333,249.83333333333334,124.91666666666667
"(0.55, 0.6]",10.0,0.5346836876278578,0.5771543432393939,0.7142857142857143,2.5714285714285716,10.0,0.0,125.0,124.57142857142857,249.57142857142858,100.97619047619047
"(0.6, 0.65]",10.0,0.5234110453268379,0.6211813054828496,0.07692307692307693,2.6923076923076925,10.0,0.0,125.0,124.46153846153847,249.46153846153845,95.92307692307692
"(0.65, 0.7]",10.0,0.5019236002481962,0.6763531991349487,-0.09090909090909091,3.0,10.0,0.0,125.0,124.45454545454545,249.45454545454547,83.15151515151514
"(0.7, 0.75]",10.0,0.5237216395562841,0.720748405745823,-0.3333333333333333,3.0,10.0,0.0,125.0,123.0,248.0,82.66666666666667
"(0.75, 0.8]",10.0,0.5023594478089226,0.7795224143893129,-0.125,3.4375,10.0,0.0,125.0,115.0625,240.0625,71.296875
"(0.8, 0.85]",10.0,0.4932651275909915,0.8320812697639907,0.5,3.375,10.0,0.0,125.0,96.625,221.625,66.72916666666667
"(0.85, 0.9]",10.0,0.5256987199009278,0.8756232964214178,0.14285714285714285,3.2142857142857144,10.0,0.0,125.0,75.42857142857143,200.42857142857142,63.16666666666667
"(0.9, 0.95]",10.0,0.5077594036194399,0.9246917784962237,0.2,3.3,10.0,0.0,125.0,46.5,171.5,52.71666666666666
"(0.95, 1.0]",10.0,0.4779029733017704,0.9830844722795735,-0.7777777777777778,2.5555555555555554,10.0,0.0,125.0,8.88888888888889,133.88888888888889,54.44444444444444
