,initialActive,attractiveness,polarity,political_inclination,roundsCounter,activeCongruentInitial,activeNonCongruentInitial,activeCongruentFinal,activeNonCongruentFinal,activeCounter,activationsPerRound
0,10,0.5514943779050046,0.8876020669814795,1,7,10,0,69,5,74,10.571428571428571
1,10,0.5024504843250853,0.6037828985268858,1,3,10,0,17,4,21,7.0
2,10,0.692905748740186,0.5649425391975987,-1,9,10,0,117,97,214,23.77777777777778
3,10,0.5076261054147092,0.8711147101096264,-1,6,10,0,91,5,96,16.0
4,10,0.5131754538949758,0.5229557138741701,-1,6,10,0,47,29,76,12.666666666666666
5,10,0.36249638446771937,0.8879173550106645,1,4,10,0,16,1,17,4.25
6,10,0.5818070495812577,0.6888970697403519,-1,9,10,0,104,40,144,16.0
7,10,0.43006128589478354,0.644897469592606,-1,11,10,0,45,10,55,5.0
8,10,0.581473971939432,0.9308439264680759,-1,5,10,0,111,5,116,23.2
9,10,0.5698124309663986,0.8826221685114788,1,9,10,0,73,6,79,8.777777777777779
10,10,0.48741227690631106,0.9479198814612169,1,6,10,0,47,3,50,8.333333333333334
11,10,0.4457025110441874,0.9390160980156728,-1,7,10,0,75,2,77,11.0
12,10,0.5521712789780715,0.9618372734953233,1,9,10,0,116,4,120,13.333333333333334
13,10,0.47606952503129757,0.6968944437870923,1,4,10,0,23,7,30,7.5
14,10,0.48896378549734754,0.7061375294367341,-1,13,10,0,77,21,98,7.538461538461538
15,10,0.46625098160652334,0.5575329485193969,1,5,10,0,21,14,35,7.0
16,10,0.5411214474976695,0.8706636417973397,1,7,10,0,85,7,92,13.142857142857142
17,10,0.4454601825629908,0.9561564348133211,-1,5,10,0,51,1,52,10.4
18,10,0.46439470757545664,0.6875007383892728,1,3,10,0,21,4,25,8.333333333333334
19,10,0.4925957963023855,0.9973194574983094,-1,7,10,0,91,0,91,13.0
20,10,0.44546652333956915,0.672239235235365,-1,3,10,0,23,1,24,8.0
21,10,0.5417885324002201,0.6681323010301713,-1,10,10,0,89,37,126,12.6
22,10,0.4795594854273071,0.8468304316275305,-1,7,10,0,76,8,84,12.0
23,10,0.5754277213398584,0.5430409632008142,1,11,10,0,73,72,145,13.181818181818182
24,10,0.2811080575253546,0.6831358295915047,-1,3,10,0,17,2,19,6.333333333333333
25,10,0.5437979838077498,0.5920341972702392,-1,8,10,0,80,41,121,15.125
26,10,0.46748127672495343,0.656370955164981,-1,8,10,0,53,17,70,8.75
27,10,0.3703782623532229,0.8635721380408568,-1,7,10,0,48,2,50,7.142857142857143
28,10,0.3946917060809517,0.9503575625130967,1,4,10,0,24,1,25,6.25
29,10,0.47744817084502994,0.6848417721096189,-1,7,10,0,51,11,62,8.857142857142858
30,10,0.39389036246085835,0.839948007122507,-1,6,10,0,42,2,44,7.333333333333333
31,10,0.40996468245825896,0.7292115044619614,-1,3,10,0,18,1,19,6.333333333333333
32,10,0.4707351087953677,0.7205839179343982,-1,5,10,0,50,7,57,11.4
33,10,0.5564447490380011,0.9739824677150186,1,9,10,0,110,3,113,12.555555555555555
34,10,0.41117018583250053,0.6621018346322156,1,4,10,0,14,5,19,4.75
35,10,0.4959061474583459,0.8276501125615112,-1,6,10,0,80,9,89,14.833333333333334
36,10,0.6814581443202036,0.6543152310654696,1,9,10,0,120,81,201,22.333333333333332
37,10,0.5391738686301477,0.5044333274339199,1,3,10,0,17,2,19,6.333333333333333
38,10,0.5082319869465874,0.6593202277283199,-1,10,10,0,67,24,91,9.1
